No,Tahun,Daerah,ID,CHT-A,CHT-R,KFD,IKFD,Kode Kategori,Kode Kategori
551,2018,Kab. Aceh Utara,990040,375.814.000,281.860.500,665.175.044.804,"1,372",Tinggi,4
552,2018,Kab. Bireuen,980053,275.732.000,68.933.000,395.312.296.719,"0,815",Sedang,3
553,2018,Kab. Pidie,990036,555.386.000,555.386.000,484.670.717.171,1,Sedang,3
554,2018,Kab. Simeulue,993372,263.078.000,0,297.290.931.342,"0,613",Rendah,2
555,2018,Kota Banda Aceh,990104,263.078.000,197.308.500,477.582.024.383,"0,985",Sedang,3
556,2018,Kota Sabang,990111,263.078.000,197.308.500,190.044.132.433,"0,392",Sangat Rendah,1
557,2018,Kota Langsa,994672,263.078.000,263.078.000,291.140.983.436,"0,601",Rendah,2
558,2018,Kota Lhokseumawe,994686,263.078.000,197.308.500,259.680.028.821,"0,536",Sangat Rendah,1
559,2018,Kab. Gayo Lues,997430,4.483.236.000,4.483.236.000,330.712.963.001,"0,682",Rendah,2
560,2018,Kab. Aceh Barat Daya,997426,263.078.000,131.539.000,119.936.092.662,"0,247",Sangat Rendah,1
561,2018,Kab. Aceh Jaya,997447,263.078.000,263.078.000,241.433.296.748,"0,498",Sangat Rendah,1
562,2018,Kab. Nagan Raya,997451,263.078.000,131.539.000,397.593.725.053,"0,82",Sedang,3
563,2018,Kab. Aceh Tamiang,997468,263.078.000,263.078.000,417.394.302.256,"0,861",Sedang,3
564,2018,Kab. Bener Meriah,987532,1.837.389.000,1.837.389.000,324.640.296.481,"0,67",Rendah,2
565,2018,Kab. Pidie Jaya,963311,529.055.000,529.055.000,275.531.466.263,"0,568",Rendah,2
566,2018,Kota Subulussalam,963327,263.078.000,263.078.000,322.704.200.310,"0,666",Rendah,2
567,2018,Provinsi Sumatera Utara,990125,6.445.996.000,6.445.996.000,3.159.567.003.856,"0,892",Tinggi,4
568,2018,Kab. Asahan,990221,268.583.000,268.583.000,497.924.270.495,"1,027",Sedang,3
569,2018,Kab. Dairi,990192,1.269.294.000,1.269.294.000,323.539.166.018,"0,667",Rendah,2
570,2018,Kab. Deli Serdang,990132,2.442.249.000,2.442.249.000,897.953.532.305,"1,852",Tinggi,4
571,2018,Kab. Karo,990146,397.750.000,397.750.000,384.322.831.831,"0,793",Sedang,3
572,2018,Kab. Labuhanbatu,990188,268.583.000,67.145.750,354.687.861.254,"0,732",Rendah,2
573,2018,Kab. Langkat,990150,268.583.000,268.583.000,616.912.585.813,"1,272",Tinggi,4
574,2018,Kab. Mandailing Natal,941915,354.590.000,354.590.000,372.897.167.421,"0,769",Rendah,2
575,2018,Kab. Nias,990235,268.583.000,201.437.250,241.327.317.942,"0,498",Sangat Rendah,1
576,2018,Kab. Simalungun,990171,268.583.000,268.583.000,386.588.489.223,"0,797",Sedang,3
577,2018,Kab. Tapanuli Selatan,990214,268.583.000,201.437.250,331.941.844.317,"0,685",Rendah,2
578,2018,Kab. Tapanuli Tengah,990167,268.583.000,268.583.000,241.277.224.029,"0,498",Sangat Rendah,1
579,2018,Kab. Tapanuli Utara,990200,313.180.000,313.180.000,229.796.026.806,"0,474",Sangat Rendah,1
580,2018,Kab. Toba Samosir,941922,268.583.000,201.437.250,215.119.234.488,"0,444",Sangat Rendah,1
581,2018,Kota Binjai,990260,268.583.000,134.291.500,398.328.239.727,"0,822",Sedang,3
582,2018,Kota Medan,990242,441.632.000,331.224.000,1.758.011.716.993,"3,626",Sangat Tinggi,5
583,2018,Kota Pematang Siantar,990277,2.213.968.000,2.213.968.000,423.838.213.933,"0,874",Sedang,3
584,2018,Kota Sibolga,990298,268.583.000,268.583.000,236.058.247.342,"0,487",Sangat Rendah,1
585,2018,Kota Tanjung Balai,990281,268.583.000,268.583.000,240.251.260.260,"0,496",Sangat Rendah,1
586,2018,Kota Tebing Tinggi,990256,268.583.000,268.583.000,280.723.533.874,"0,579",Rendah,2
587,2018,Kota Padang Sidempuan,994690,268.583.000,201.437.250,207.025.480.594,"0,427",Sangat Rendah,1
588,2018,Kab. Pakpak Bharat,998147,352.820.000,352.820.000,190.048.435.553,"0,392",Sangat Rendah,1
589,2018,Kab. Nias Selatan,998130,268.583.000,268.583.000,286.178.667.037,"0,59",Rendah,2
590,2018,Kab. Humbang Hasundutan,998151,809.182.000,606.886.500,244.322.216.828,"0,504",Sangat Rendah,1
591,2018,Kab. Serdang Bedagai,987418,268.583.000,268.583.000,336.718.740.081,"0,695",Rendah,2
592,2018,Kab. Samosir,987528,268.583.000,201.437.250,255.459.791.357,"0,527",Sangat Rendah,1
593,2018,Kab. Batu Bara,963333,268.583.000,268.583.000,312.817.533.236,"0,645",Rendah,2
594,2018,Kab. Padang Lawas,975013,268.583.000,268.583.000,329.890.755.988,"0,68",Rendah,2
595,2018,Kab. Padang Lawas Utara,975163,268.583.000,201.437.250,308.967.994.725,"0,637",Rendah,2
596,2018,Kab. Labuhanbatu Selatan,977267,268.583.000,201.437.250,333.402.528.905,"0,688",Rendah,2
597,2018,Kab. Labuhanbatu Utara,977117,268.583.000,201.437.250,340.891.488.749,"0,703",Rendah,2
598,2018,Kab. Nias Utara,978536,268.583.000,201.437.250,225.546.148.326,"0,465",Sangat Rendah,1
599,2018,Kab. Nias Barat,978397,268.583.000,67.145.750,183.575.638.031,"0,379",Sangat Rendah,1
600,2018,Kota Gunungsitoli,978401,268.583.000,201.437.250,215.936.171.386,"0,445",Sangat Rendah,1
601,2018,Provinsi Sumatera Barat,990303,4.091.621.000,4.091.621.000,1.996.693.064.550,"0,563",Sedang,3
602,2018,Kab. Limapuluh Kota,990331,2.683.510.000,2.683.510.000,257.636.657.878,"0,531",Sangat Rendah,1
603,2018,Kab. Agam,990310,859.217.000,859.217.000,264.667.931.136,"0,546",Sangat Rendah,1
604,2018,Kab. Kepulauan Mentawai,980060,227.313.000,227.313.000,203.338.266.754,"0,419",Sangat Rendah,1
605,2018,Kab. Padang Pariaman,990352,227.313.000,227.313.000,287.891.094.623,"0,594",Rendah,2
606,2018,Kab. Pasaman,990324,557.848.000,557.848.000,319.401.530.404,"0,659",Rendah,2
607,2018,Kab. Pesisir Selatan,990366,227.313.000,170.484.750,346.573.869.966,"0,715",Rendah,2
608,2018,Kab. Sijunjung,990387,227.313.000,227.313.000,155.893.739.507,"0,322",Sangat Rendah,1
609,2018,Kab. Solok,990345,556.913.000,556.913.000,227.555.960.455,"0,469",Sangat Rendah,1
610,2018,Kab. Tanah Datar,990370,995.806.000,995.806.000,252.104.154.130,"0,52",Sangat Rendah,1
611,2018,Kota Bukit tinggi,990391,227.313.000,227.313.000,263.642.074.943,"0,544",Sangat Rendah,1
612,2018,Kota Padang Panjang,990409,227.313.000,113.656.500,251.523.073.654,"0,519",Sangat Rendah,1
613,2018,Kota Padang,990434,227.313.000,227.313.000,671.596.027.803,"1,385",Tinggi,4
614,2018,Kota Payakumbuh,990441,605.521.000,605.521.000,238.837.978.473,"0,493",Sangat Rendah,1
615,2018,Kota Sawahlunto,990420,560.559.000,560.559.000,233.000.725.978,"0,481",Sangat Rendah,1
616,2018,Kota Solok,990413,227.313.000,227.313.000,256.226.551.496,"0,529",Sangat Rendah,1
617,2018,Kota Pariaman,997611,227.313.000,227.313.000,184.321.579.954,"0,38",Sangat Rendah,1
618,2018,Kab. Pasaman Barat,987595,227.313.000,56.828.250,376.605.887.131,"0,777",Sedang,3
619,2018,Kab. Dharmasraya,987574,227.313.000,227.313.000,271.929.331.924,"0,561",Rendah,2
620,2018,Kab. Solok Selatan,987581,227.313.000,113.656.500,285.398.172.093,"0,589",Rendah,2
621,2018,Provinsi Riau,990455,0,0,2.981.963.826.246,"0,841",Tinggi,4
622,2018,Kab. Bengkalis,990476,0,0,1.429.786.602.446,"2,949",Sangat Tinggi,5
623,2018,Kab. Indragiri Hilir,990502,0,0,562.752.816.735,"1,161",Tinggi,4
624,2018,Kab. Indragiri Hulu,990497,0,0,476.698.585.588,"0,983",Sedang,3
625,2018,Kab. Kampar,990462,0,0,480.187.324.580,"0,99",Sedang,3
626,2018,Kab. Kuantan Singingi,980138,0,0,99.563.616.633,"0,205",Sangat Rendah,1
627,2018,Kab. Pelalawan,980074,0,0,593.028.249.166,"1,223",Tinggi,4
628,2018,Kab. Rokan Hilir,980095,0,0,397.089.281.075,"0,819",Sedang,3
629,2018,Kab. Rokan Hulu,980081,0,0,461.850.786.036,"0,953",Sedang,3
630,2018,Kab. Siak,980100,0,0,528.772.104.548,"1,091",Sedang,3
631,2018,Kota Dumai,980142,0,0,356.476.233.790,"0,735",Rendah,2
632,2018,Kota Pekanbaru,990519,0,0,1.037.058.957.144,"2,139",Sangat Tinggi,5
633,2018,Kab. Kepulauan Meranti,978417,0,0,425.201.364.233,"0,877",Sedang,3
634,2018,Provinsi Jambi,990530,2.513.649.000,1.885.236.750,1.579.551.080.675,"0,446",Rendah,2
635,2018,Kab. BatangHari,990544,251.365.000,251.365.000,201.790.032.298,"0,416",Sangat Rendah,1
636,2018,Kab. Bungo,990565,251.365.000,125.682.500,265.893.287.865,"0,548",Rendah,2
637,2018,Kab. Kerinci,990586,2.768.339.000,2.768.339.000,261.715.936.890,"0,54",Sangat Rendah,1
638,2018,Kab. Merangin,990572,488.389.000,244.194.500,155.285.135.913,"0,32",Sangat Rendah,1
639,2018,Kab. Muaro Jambi,980184,251.365.000,188.523.750,366.540.424.264,"0,756",Rendah,2
640,2018,Kab. Sarolangun,980163,251.365.000,188.523.750,423.931.599.981,"0,874",Sedang,3
641,2018,Kab. Tanjung Jabung Barat,990551,251.365.000,251.365.000,534.379.799.481,"1,102",Sedang,3
642,2018,Kab. Tanjung Jabung Timur,980522,251.365.000,62.841.250,236.482.709.504,"0,488",Sangat Rendah,1
643,2018,Kab. Tebo,980170,251.365.000,251.365.000,293.153.601.503,"0,605",Rendah,2
644,2018,Kota Jambi,990590,251.365.000,251.365.000,613.032.933.220,"1,264",Tinggi,4
645,2018,Kota Sungai Penuh,977562,597.534.000,448.150.500,196.284.658.127,"0,405",Sangat Rendah,1
646,2018,Provinsi Sumatera Selatan,990608,2.593.005.000,1.944.753.750,3.959.959.203.657,"1,117",Tinggi,4
647,2018,Kab. Lahat,990661,162.063.000,0,606.607.156.400,"1,251",Tinggi,4
648,2018,Kab. Musi Banyuasin,990633,162.063.000,0,1.274.184.250.131,"2,628",Sangat Tinggi,5
649,2018,Kab. Musi Rawas,990675,162.063.000,0,566.785.421.774,"1,169",Tinggi,4
650,2018,Kab. Muara Enim,990654,162.063.000,0,897.676.026.053,"1,852",Tinggi,4
651,2018,Kab. Ogan Komering Ilir,990682,162.063.000,81.031.500,667.803.703.678,"1,377",Tinggi,4
652,2018,Kab. Ogan Komering Ulu,990640,162.063.000,0,382.448.028.723,"0,789",Sedang,3
653,2018,Kota Palembang,990696,162.063.000,40.515.750,1.286.852.789.140,"2,654",Sangat Tinggi,5
654,2018,Kota Prabumulih,994712,162.063.000,0,380.475.170.195,"0,785",Sedang,3
655,2018,Kota Pagar Alam,994729,162.063.000,0,394.340.756.732,"0,813",Sedang,3
656,2018,Kota Lubuk Linggau,994733,162.063.000,0,342.789.306.590,"0,707",Rendah,2
657,2018,Kab. Banyuasin,997557,162.063.000,81.031.500,651.610.571.105,"1,344",Tinggi,4
658,2018,Kab. Ogan Ilir,987560,162.063.000,121.547.250,398.847.330.914,"0,823",Sedang,3
659,2018,Kab. OKU Timur,987549,357.822.000,89.455.500,358.393.404.055,"0,739",Rendah,2
660,2018,Kab. OKU Selatan,987553,3.261.582.000,3.261.582.000,358.901.814.119,"0,74",Rendah,2
661,2018,Kab. Empat Lawang,963342,162.063.000,162.063.000,286.826.141.323,"0,592",Rendah,2
662,2018,Kab. Penukal Abab Lematang Ilir,999011,162.063.000,0,429.021.381.360,"0,885",Sedang,3
663,2018,Kab. Musi Rawas Utara,999015,162.063.000,0,410.606.380.163,"0,847",Sedang,3
664,2018,Provinsi Bengkulu,990718,0,0,1.061.987.900.696,"0,3",Sangat Rendah,1
665,2018,Kab. Bengkulu Selatan,990739,0,0,238.854.121.878,"0,493",Sangat Rendah,1
666,2018,Kab. Bengkulu Utara,990722,0,0,277.909.174.403,"0,573",Rendah,2
667,2018,Kab. Rejang Lebong,990743,0,0,220.482.004.587,"0,455",Sangat Rendah,1
668,2018,Kota Bengkulu,990750,0,0,446.330.086.438,"0,921",Sedang,3
669,2018,Kab. Kaur,998215,0,0,278.530.136.238,"0,575",Rendah,2
670,2018,Kab. Seluma,998201,0,0,199.244.999.890,"0,411",Sangat Rendah,1
671,2018,Kab. Muko-Muko,998503,0,0,272.508.019.873,"0,562",Rendah,2
672,2018,Kab. Lebong,987600,0,0,193.177.487.859,"0,398",Sangat Rendah,1
673,2018,Kab. Kepahiang,987617,0,0,181.022.687.663,"0,373",Sangat Rendah,1
674,2018,Kab. Bengkulu Tengah,977710,0,0,224.425.766.320,"0,463",Sangat Rendah,1
675,2018,Provinsi Lampung,990764,3.623.000.000,3.623.000.000,1.920.485.673.795,"0,542",Sedang,3
676,2018,Kab. Lampung Barat,990807,3.216.913.000,3.216.913.000,271.705.192.580,"0,56",Rendah,2
677,2018,Kab. Lampung Selatan,990771,306.685.000,306.685.000,459.366.126.132,"0,948",Sedang,3
678,2018,Kab. Lampung Tengah,990785,354.045.000,354.045.000,483.365.035.455,"0,997",Sedang,3
679,2018,Kab. Lampung Utara,990792,332.066.000,332.066.000,303.065.017.283,"0,625",Rendah,2
680,2018,Kab. Lampung Timur,980191,917.492.000,917.492.000,153.848.818.575,"0,317",Sangat Rendah,1
681,2018,Kab. Tanggamus,993351,541.023.000,541.023.000,126.545.201.677,"0,261",Sangat Rendah,1
682,2018,Kab. Tulang Bawang,993347,241.533.000,241.533.000,342.402.836.061,"0,706",Rendah,2
683,2018,Kab. Way Kanan,980206,267.751.000,267.751.000,311.204.709.992,"0,642",Rendah,2
684,2018,Kota Bandar Lampung,990811,241.533.000,241.533.000,793.477.032.639,"1,637",Tinggi,4
685,2018,Kota Metro,980210,260.137.000,260.137.000,300.403.759.032,"0,62",Rendah,2
686,2018,Kab. Pesawaran,975311,467.420.000,467.420.000,261.526.939.236,"0,539",Sangat Rendah,1
687,2018,Kab. Pringsewu,978423,574.018.000,574.018.000,246.846.249.301,"0,509",Sangat Rendah,1
688,2018,Kab. Mesuji,978432,241.533.000,241.533.000,288.539.736.152,"0,595",Rendah,2
689,2018,Kab. Tulang Bawang Barat,978448,249.986.000,187.489.500,268.692.933.847,"0,554",Rendah,2
690,2018,Kab. Pesisir Barat,999003,241.533.000,241.533.000,271.131.615.628,"0,559",Rendah,2
691,2018,Provinsi DKI Jakarta,990828,0,0,32.779.152.932.167,"9,25",Sangat Tinggi,5
692,2018,Provinsi Jawa Barat,990881,106.557.067.000,106.557.067.000,11.162.030.705.967,"3,15",Sangat Tinggi,5
693,2018,Kab. Bandung,991003,11.229.654.000,11.229.654.000,1.471.231.506.177,"3,035",Sangat Tinggi,5
694,2018,Kab. Bekasi,990963,4.288.251.000,1.072.062.750,2.193.530.378.023,"4,524",Sangat Tinggi,5
695,2018,Kab. Bogor,990938,4.311.913.000,4.311.913.000,2.495.692.717.014,"5,148",Sangat Tinggi,5
696,2018,Kab. Ciamis,991045,4.467.324.000,4.467.324.000,795.266.770.437,"1,64",Tinggi,4
697,2018,Kab. Cianjur,990959,4.621.396.000,4.621.396.000,1.054.119.381.584,"2,174",Sangat Tinggi,5
698,2018,Kab. Cirebon,991052,4.957.147.000,4.957.147.000,932.496.836.795,"1,923",Tinggi,4
699,2018,Kab. Garut,991024,26.420.902.000,26.420.902.000,1.219.634.139.558,"2,516",Sangat Tinggi,5
700,2018,Kab. Indramayu,991070,4.336.185.000,4.336.185.000,743.801.924.598,"1,534",Tinggi,4
701,2018,Kab. Karawang,990970,63.924.503.000,63.924.503.000,1.290.897.844.050,"2,663",Sangat Tinggi,5
702,2018,Kab. Kuningan,991066,5.804.529.000,5.804.529.000,528.808.060.051,"1,091",Sedang,3
703,2018,Kab. Majalengka,991087,10.095.738.000,7.571.803.500,679.199.684.663,"1,401",Tinggi,4
704,2018,Kab. Purwakarta,990984,4.464.934.000,3.348.700.500,719.424.935.670,"1,484",Tinggi,4
705,2018,Kab. Subang,990991,4.413.679.000,4.413.679.000,419.409.549.863,"0,865",Sedang,3
706,2018,Kab. Sukabumi,990942,4.333.418.000,4.333.418.000,1.259.272.571.026,"2,597",Sangat Tinggi,5
707,2018,Kab. Sumedang,991010,38.582.754.000,38.582.754.000,656.827.926.635,"1,355",Tinggi,4
708,2018,Kab. Tasikmalaya,991031,4.540.377.000,3.405.282.750,1.001.244.055.538,"2,065",Sangat Tinggi,5
709,2018,Kota Bandung,991091,4.233.733.000,3.175.299.750,3.045.280.014.210,"6,281",Sangat Tinggi,5
710,2018,Kota Bekasi,993330,4.233.512.000,3.175.134.000,2.108.386.776.574,"4,349",Sangat Tinggi,5
711,2018,Kota Bogor,991109,4.270.252.000,4.270.252.000,1.000.591.088.303,"2,064",Sangat Tinggi,5
712,2018,Kota Cirebon,991120,4.275.665.000,3.206.748.750,561.964.229.442,"1,159",Tinggi,4
713,2018,Kota Depok,980032,4.235.871.000,0,1.328.790.327.787,"2,741",Sangat Tinggi,5
714,2018,Kota Sukabumi,991113,4.285.081.000,3.213.810.750,536.279.737.701,"1,106",Sedang,3
715,2018,Kota Tasikmalaya,994740,4.296.762.000,3.222.571.500,708.801.203.278,"1,462",Tinggi,4
716,2018,Kota Cimahi,994754,4.255.489.000,3.191.616.750,508.096.813.482,"1,048",Sedang,3
717,2018,Kota Banjar,998126,4.300.295.000,4.300.295.000,310.482.102.404,"0,64",Rendah,2
718,2018,Kab. Bandung Barat,963302,4.925.857.000,4.925.857.000,835.124.531.896,"1,723",Tinggi,4
719,2018,Kab. Pangandaran,999002,4.527.935.000,4.527.935.000,300.716.811.225,"0,62",Rendah,2
720,2018,Provinsi Jawa Tengah,991141,203.078.428.000,203.078.428.000,7.208.859.163.578,"2,034",Sangat Tinggi,5
721,2018,Kab. Banjarnegara,991329,6.410.840.000,6.410.840.000,510.762.277.982,"1,054",Sedang,3
722,2018,Kab. Banyumas,991290,5.980.898.000,5.980.898.000,939.900.768.591,"1,939",Tinggi,4
723,2018,Kab. Batang,991202,6.170.847.000,6.170.847.000,399.356.763.112,"0,824",Sedang,3
724,2018,Kab. Blora,991286,8.830.957.000,8.830.957.000,476.086.499.205,"0,982",Sedang,3
725,2018,Kab. Boyolali,991396,17.631.437.000,17.631.437.000,502.993.853.751,"1,037",Sedang,3
726,2018,Kab. Brebes,991223,6.321.642.000,6.321.642.000,852.716.248.181,"1,759",Tinggi,4
727,2018,Kab. Cilacap,991308,6.126.478.000,6.126.478.000,712.736.985.639,"1,47",Tinggi,4
728,2018,Kab. Demak,991176,12.474.350.000,12.474.350.000,614.545.449.834,"1,268",Tinggi,4
729,2018,Kab. Grobogan,991180,9.441.765.000,9.441.765.000,759.810.993.917,"1,567",Tinggi,4
730,2018,Kab. Jepara,991265,6.325.997.000,6.325.997.000,763.712.478.241,"1,575",Tinggi,4
731,2018,Kab. Karanganyar,991422,13.930.058.000,13.930.058.000,645.720.424.850,"1,332",Tinggi,4
732,2018,Kab. Kebumen,991375,7.406.434.000,7.406.434.000,670.050.134.788,"1,382",Tinggi,4
733,2018,Kab. Kendal,991162,17.958.292.000,17.958.292.000,527.051.052.320,"1,087",Sedang,3
734,2018,Kab. Klaten,991382,14.944.437.000,14.944.437.000,495.104.525.599,"1,021",Sedang,3
735,2018,Kab. Kudus,991244,147.894.137.000,147.894.137.000,579.786.781.617,"1,196",Tinggi,4
736,2018,Kab. Magelang,991333,15.251.693.000,15.251.693.000,581.622.667.165,"1,2",Tinggi,4
737,2018,Kab. Pati,991230,6.359.218.000,6.359.218.000,752.614.814.711,"1,552",Tinggi,4
738,2018,Kab. Pekalongan,991197,6.035.205.000,6.035.205.000,424.660.852.291,"0,876",Sedang,3
739,2018,Kab. Pemalang,991251,6.984.403.000,6.984.403.000,562.635.375.451,"1,161",Tinggi,4
740,2018,Kab. Purbalingga,991312,6.541.387.000,6.541.387.000,462.499.186.831,"0,954",Sedang,3
741,2018,Kab. Purworejo,991361,7.141.300.000,7.141.300.000,530.730.341.877,"1,095",Sedang,3
742,2018,Kab. Rembang,991272,18.612.460.000,18.612.460.000,324.258.126.010,"0,669",Rendah,2
743,2018,Kab. Semarang,991155,8.702.409.000,8.702.409.000,401.431.023.837,"0,828",Sedang,3
744,2018,Kab. Sragen,991401,6.906.202.000,6.906.202.000,578.942.193.104,"1,194",Tinggi,4
745,2018,Kab. Sukoharjo,991418,7.018.220.000,7.018.220.000,559.212.523.922,"1,153",Tinggi,4
746,2018,Kab. Tegal,991219,6.608.140.000,6.608.140.000,574.907.576.320,"1,186",Tinggi,4
747,2018,Kab. Temanggung,991340,30.735.722.000,30.735.722.000,543.979.697.876,"1,122",Sedang,3
748,2018,Kab. Wonogiri,991439,6.928.844.000,6.928.844.000,393.563.587.405,"0,812",Sedang,3
749,2018,Kab. Wonosobo,991354,12.940.062.000,12.940.062.000,468.212.566.494,"0,966",Sedang,3
750,2018,Kota Magelang,991485,6.064.653.000,6.064.653.000,393.915.935.420,"0,813",Sedang,3
751,2018,Kota Pekalongan,991464,6.962.880.000,6.962.880.000,416.338.572.170,"0,859",Sedang,3
752,2018,Kota Salatiga,991450,5.973.923.000,5.973.923.000,406.600.261.140,"0,839",Sedang,3
753,2018,Kota Semarang,991443,7.680.546.000,7.680.546.000,2.269.213.287.099,"4,681",Sangat Tinggi,5
754,2018,Kota Surakarta,991492,6.580.938.000,6.580.938.000,731.062.875.103,"1,508",Tinggi,4
755,2018,Kota Tegal,991471,5.972.895.000,5.972.895.000,521.902.389.961,"1,076",Sedang,3
756,2018,Provinsi DI Yogyakarta,991507,4.903.054.000,4.903.054.000,1.352.620.604.554,"0,382",Rendah,2
757,2018,Kab. Bantul,991511,5.021.795.000,5.021.795.000,599.071.263.994,"1,236",Tinggi,4
758,2018,Kab. Gunung Kidul,991532,1.584.686.000,1.584.686.000,383.514.036.352,"0,791",Sedang,3
759,2018,Kab. Kulon Progo,991549,1.225.764.000,1.225.764.000,369.304.461.790,"0,762",Rendah,2
760,2018,Kab. Sleman,991528,2.370.891.000,2.370.891.000,731.160.513.533,"1,508",Tinggi,4
761,2018,Kota Yogyakarta,991553,1.237.323.000,1.237.323.000,622.703.008.652,"1,284",Tinggi,4
762,2018,Provinsi Jawa Timur,991560,453.628.963.000,453.628.963.000,10.758.367.597.019,"3,036",Sangat Tinggi,5
763,2018,Kab. Bangkalan,991642,13.189.491.000,13.189.491.000,337.792.251.137,"0,697",Rendah,2
764,2018,Kab. Banyuwangi,991670,15.338.964.000,15.338.964.000,1.063.989.825.809,"2,195",Sangat Tinggi,5
765,2018,Kab. Blitar,991773,15.787.197.000,15.787.197.000,676.645.052.575,"1,396",Tinggi,4
766,2018,Kab. Bojonegoro,991837,34.817.896.000,34.817.896.000,1.103.991.258.738,"2,277",Sangat Tinggi,5
767,2018,Kab. Bondowoso,991659,25.557.195.000,25.557.195.000,707.296.760.187,"1,459",Tinggi,4
768,2018,Kab. Gresik,991574,13.258.402.000,13.258.402.000,1.032.683.395.899,"2,13",Sangat Tinggi,5
769,2018,Kab. Jember,991684,55.076.650.000,55.076.650.000,1.004.835.485.108,"2,073",Sangat Tinggi,5
770,2018,Kab. Jombang,991600,31.354.594.000,31.354.594.000,679.574.152.433,"1,402",Tinggi,4
771,2018,Kab. Kediri,991731,34.970.472.000,34.970.472.000,699.147.357.503,"1,442",Tinggi,4
772,2018,Kab. Lamongan,991858,27.454.023.000,27.454.023.000,914.889.460.036,"1,887",Tinggi,4
773,2018,Kab. Lumajang,991727,16.843.019.000,16.843.019.000,610.645.269.265,"1,26",Tinggi,4
774,2018,Kab. Madiun,991780,13.929.340.000,13.929.340.000,459.608.348.559,"0,948",Sedang,3
775,2018,Kab. Magetan,991802,13.990.430.000,13.990.430.000,424.948.832.357,"0,877",Sedang,3
776,2018,Kab. Malang,991691,73.641.430.000,73.641.430.000,1.010.127.471.852,"2,084",Sangat Tinggi,5
777,2018,Kab. Mojokerto,991581,13.934.023.000,13.934.023.000,684.296.239.800,"1,411",Tinggi,4
778,2018,Kab. Nganjuk,991752,15.563.577.000,15.563.577.000,578.184.411.783,"1,193",Tinggi,4
779,2018,Kab. Ngawi,991794,19.044.881.000,19.044.881.000,534.420.397.087,"1,102",Sedang,3
780,2018,Kab. Pacitan,991820,13.428.481.000,13.428.481.000,219.562.099.802,"0,453",Sangat Rendah,1
781,2018,Kab. Pamekasan,991621,45.183.528.000,45.183.528.000,571.990.887.157,"1,18",Tinggi,4
782,2018,Kab. Pasuruan,991706,173.544.009.000,173.544.009.000,892.782.334.003,"1,841",Tinggi,4
783,2018,Kab. Ponorogo,991816,14.641.525.000,14.641.525.000,483.816.985.545,"0,998",Sedang,3
784,2018,Kab. Probolinggo,991710,50.841.284.000,50.841.284.000,647.756.370.780,"1,336",Tinggi,4
785,2018,Kab. Sampang,991617,17.819.022.000,17.819.022.000,580.275.404.842,"1,197",Tinggi,4
786,2018,Kab. Sidoarjo,991595,13.656.908.000,13.656.908.000,1.299.597.673.591,"2,681",Sangat Tinggi,5
787,2018,Kab. Situbondo,991663,27.456.765.000,27.456.765.000,443.207.407.426,"0,914",Sedang,3
788,2018,Kab. Sumenep,991638,33.255.724.000,33.255.724.000,512.700.330.240,"1,058",Sedang,3
789,2018,Kab. Trenggalek,991769,13.077.240.000,13.077.240.000,474.359.172.761,"0,978",Sedang,3
790,2018,Kab. Tuban,991841,19.657.858.000,19.657.858.000,704.049.291.970,"1,452",Tinggi,4
791,2018,Kab. Tulungagung,991748,17.731.144.000,17.731.144.000,818.422.160.497,"1,688",Tinggi,4
792,2018,Kota Blitar,991912,13.681.855.000,13.681.855.000,406.788.879.797,"0,839",Sedang,3
793,2018,Kota Kediri,991926,58.059.072.000,58.059.072.000,433.321.684.235,"0,894",Sedang,3
794,2018,Kota Madiun,991930,13.119.146.000,13.119.146.000,390.086.240.282,"0,805",Sedang,3
795,2018,Kota Malang,991883,25.675.809.000,25.675.809.000,779.300.792.853,"1,607",Tinggi,4
796,2018,Kota Mojokerto,991879,13.538.254.000,13.538.254.000,399.284.291.742,"0,824",Sedang,3
797,2018,Kota Pasuruan,991890,13.054.050.000,13.054.050.000,324.384.736.157,"0,669",Rendah,2
798,2018,Kota Probolinggo,991905,13.115.695.000,13.115.695.000,399.926.086.099,"0,825",Sedang,3
799,2018,Kota Surabaya,991862,21.105.780.000,21.105.780.000,4.134.746.859.960,"8,528",Sangat Tinggi,5
800,2018,Kota Batu,994761,13.072.850.000,13.072.850.000,406.984.425.979,"0,839",Sedang,3
801,2018,Provinsi Kalimantan Barat,991947,2.221.555.000,1.110.777.500,1.834.708.201.579,"0,518",Rendah,2
802,2018,Kab. Bengkayang,980227,170.889.000,85.444.500,357.967.272.167,"0,738",Rendah,2
803,2018,Kab. Landak,980231,170.889.000,85.444.500,617.453.268.076,"1,274",Tinggi,4
804,2018,Kab. Kapuas Hulu,991993,170.889.000,85.444.500,689.132.419.893,"1,421",Tinggi,4
805,2018,Kab. Ketapang,992008,2.962.075.000,1.481.037.500,669.531.117.297,"1,381",Tinggi,4
806,2018,Kab. Mempawah,991989,170.889.000,85.444.500,208.433.025.961,"0,43",Sangat Rendah,1
807,2018,Kab. Sambas,991951,170.889.000,85.444.500,425.085.434.314,"0,877",Sedang,3
808,2018,Kab. Sanggau,991968,170.889.000,85.444.500,414.521.763.681,"0,855",Sedang,3
809,2018,Kab. Sintang,991972,170.889.000,85.444.500,549.853.357.168,"1,134",Sedang,3
